"Gene_names","Eclass"
"CRAT","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CDY1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"DLST","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"LCLAT1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TAF1L","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AWAT2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"SPTSSA","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"YKT6","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AWAT1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"SPTSSB","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CERS4","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CERS5","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CERS6","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CDYL","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT6","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"MED24","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT8","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT9","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TADA3","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CDY2A","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TADA1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"SLC27A3","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CERS1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CERS2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CERS3","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CHAT","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT14","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"GLYAT","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"SAT1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT16","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"SAT2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"HHAT","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"SATL1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"ACAA2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"ACAA1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"HGSNAT","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"GLYATL3","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAA30","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"GLYATL2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT8B","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"GLYATL1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"USP22","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"SMARCE1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"EDF1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"DGAT2L6","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"OGT","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAT8L","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AGPAT6","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"GTF3C4","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAA20","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AGPAT9","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"SRCAP","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AGPAT1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AGPAT2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TAZ","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AGPAT3","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AGPAT4","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"AGPAT5","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"DBT","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CPT2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CPT1B","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CPT1A","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAA11","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"MBOAT7","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAA10","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TAF12","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"MBOAT2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TAF10","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"MBOAT4","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CPT1C","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"MBOAT1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TAF1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"PLA2G15","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"KANSL2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"KANSL3","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAA15","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TAF9","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAGS","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"NAA16","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"TAF5","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"CLOCK","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"ALAS2","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"ALAS1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"WDR5","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"KANSL1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"ARRB1","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"K7ERQ8","transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)"
"HBE1","iron ion binding (GO:0005506)"
"TYW5","iron ion binding (GO:0005506)"
"JMJD6","iron ion binding (GO:0005506)"
"CYP39A1","iron ion binding (GO:0005506)"
"SCD","iron ion binding (GO:0005506)"
"CYP2C9","iron ion binding (GO:0005506)"
"CYP2U1","iron ion binding (GO:0005506)"
"CYP2C8","iron ion binding (GO:0005506)"
"CYP24A1","iron ion binding (GO:0005506)"
"PLOD1","iron ion binding (GO:0005506)"
"FDX1","iron ion binding (GO:0005506)"
"ETHE1","iron ion binding (GO:0005506)"
"CYP20A1","iron ion binding (GO:0005506)"
"CYP1A2","iron ion binding (GO:0005506)"
"ISCU","iron ion binding (GO:0005506)"
"CYP1A1","iron ion binding (GO:0005506)"
"CDO1","iron ion binding (GO:0005506)"
"FTHL17","iron ion binding (GO:0005506)"
"MT-CO1","iron ion binding (GO:0005506)"
"HAAO","iron ion binding (GO:0005506)"
"DNAJC24","iron ion binding (GO:0005506)"
"PLOD3","iron ion binding (GO:0005506)"
"PLOD2","iron ion binding (GO:0005506)"
"ALOX12B","iron ion binding (GO:0005506)"
"FADS2P1","iron ion binding (GO:0005506)"
"CH25H","iron ion binding (GO:0005506)"
"CYP4X1","iron ion binding (GO:0005506)"
"OGFOD1","iron ion binding (GO:0005506)"
"FTMT","iron ion binding (GO:0005506)"
"OGFOD2","iron ion binding (GO:0005506)"
"CYP2D6","iron ion binding (GO:0005506)"
"ALOX5","iron ion binding (GO:0005506)"
"OGFOD3","iron ion binding (GO:0005506)"
"SC5D","iron ion binding (GO:0005506)"
"TYW1","iron ion binding (GO:0005506)"
"CYP1B1","iron ion binding (GO:0005506)"
"NDOR1","iron ion binding (GO:0005506)"
"SNCA","iron ion binding (GO:0005506)"
"ALOXE3","iron ion binding (GO:0005506)"
"HBG1","iron ion binding (GO:0005506)"
"PPEF1","iron ion binding (GO:0005506)"
"ADGB","iron ion binding (GO:0005506)"
"NO66","iron ion binding (GO:0005506)"
"CYP4F2","iron ion binding (GO:0005506)"
"HBG2","iron ion binding (GO:0005506)"
"SLC11A2","iron ion binding (GO:0005506)"
"CYP4F3","iron ion binding (GO:0005506)"
"CYP4F11","iron ion binding (GO:0005506)"
"CYP4F8","iron ion binding (GO:0005506)"
"CYP4F12","iron ion binding (GO:0005506)"
"ALOX15B","iron ion binding (GO:0005506)"
"FA2H","iron ion binding (GO:0005506)"
"CYP27A1","iron ion binding (GO:0005506)"
"CYP2A7","iron ion binding (GO:0005506)"
"POR","iron ion binding (GO:0005506)"
"CYP2A6","iron ion binding (GO:0005506)"
"CYP2S1","iron ion binding (GO:0005506)"
"TBXAS1","iron ion binding (GO:0005506)"
"LCN2","iron ion binding (GO:0005506)"
"FTH1P19","iron ion binding (GO:0005506)"
"PPEF2","iron ion binding (GO:0005506)"
"FTL","iron ion binding (GO:0005506)"
"FBXL5","iron ion binding (GO:0005506)"
"KDM7A","iron ion binding (GO:0005506)"
"FTO","iron ion binding (GO:0005506)"
"MTRR","iron ion binding (GO:0005506)"
"CYP46A1","iron ion binding (GO:0005506)"
"CYP2C19","iron ion binding (GO:0005506)"
"CYP19A1","iron ion binding (GO:0005506)"
"CYP2C18","iron ion binding (GO:0005506)"
"ALKBH3","iron ion binding (GO:0005506)"
"CYP27B1","iron ion binding (GO:0005506)"
"CYP2B6","iron ion binding (GO:0005506)"
"CYP4V2","iron ion binding (GO:0005506)"
"ALKBH2","iron ion binding (GO:0005506)"
"CYP2R1","iron ion binding (GO:0005506)"
"CYP11A1","iron ion binding (GO:0005506)"
"NFU1","iron ion binding (GO:0005506)"
"ALKBH1","iron ion binding (GO:0005506)"
"FTH1","iron ion binding (GO:0005506)"
"AGMO","iron ion binding (GO:0005506)"
"CYC1","iron ion binding (GO:0005506)"
"CYP2J2","iron ion binding (GO:0005506)"
"MIOX","iron ion binding (GO:0005506)"
"LEPRE1","iron ion binding (GO:0005506)"
"BBOX1","iron ion binding (GO:0005506)"
"CYP3A43","iron ion binding (GO:0005506)"
"CYP4A11","iron ion binding (GO:0005506)"
"HBA1","iron ion binding (GO:0005506)"
"TET2","iron ion binding (GO:0005506)"
"TET1","iron ion binding (GO:0005506)"
"CYP7B1","iron ion binding (GO:0005506)"
"HBA2","iron ion binding (GO:0005506)"
"TYW1B","iron ion binding (GO:0005506)"
"TMLHE","iron ion binding (GO:0005506)"
"TF","iron ion binding (GO:0005506)"
"CYP26A1","iron ion binding (GO:0005506)"
"CYP2G1P","iron ion binding (GO:0005506)"
"TH","iron ion binding (GO:0005506)"
"P4HA1","iron ion binding (GO:0005506)"
"CYP27C1","iron ion binding (GO:0005506)"
"P4HA2","iron ion binding (GO:0005506)"
"ADI1","iron ion binding (GO:0005506)"
"P4HA3","iron ion binding (GO:0005506)"
"CYP11B2","iron ion binding (GO:0005506)"
"PAH","iron ion binding (GO:0005506)"
"CYP11B1","iron ion binding (GO:0005506)"
"CYCS","iron ion binding (GO:0005506)"
"ACO2","iron ion binding (GO:0005506)"
"KLKB1","iron ion binding (GO:0005506)"
"CALR","iron ion binding (GO:0005506)"
"CYP4Z2P","iron ion binding (GO:0005506)"
"TPH2","iron ion binding (GO:0005506)"
"FECH","iron ion binding (GO:0005506)"
"TPH1","iron ion binding (GO:0005506)"
"MFI2","iron ion binding (GO:0005506)"
"FAXDC2","iron ion binding (GO:0005506)"
"HBB","iron ion binding (GO:0005506)"
"ALOX15","iron ion binding (GO:0005506)"
"HBD","iron ion binding (GO:0005506)"
"P450-CYP21B","iron ion binding (GO:0005506)"
"ALOX12","iron ion binding (GO:0005506)"
"CYP3A4","iron ion binding (GO:0005506)"
"CYP4F22","iron ion binding (GO:0005506)"
"CYP7A1","iron ion binding (GO:0005506)"
"CYP3A5","iron ion binding (GO:0005506)"
"CYP3A7","iron ion binding (GO:0005506)"
"CYP26B1","iron ion binding (GO:0005506)"
"HBM","iron ion binding (GO:0005506)"
"MB","iron ion binding (GO:0005506)"
"AOX1","iron ion binding (GO:0005506)"
"ACP5","iron ion binding (GO:0005506)"
"HBQ1","iron ion binding (GO:0005506)"
"HIF1AN","iron ion binding (GO:0005506)"
"HBZ","iron ion binding (GO:0005506)"
"EGLN2","iron ion binding (GO:0005506)"
"EGLN1","iron ion binding (GO:0005506)"
"PTGIS","iron ion binding (GO:0005506)"
"EGLN3","iron ion binding (GO:0005506)"
"NOS3","iron ion binding (GO:0005506)"
"CYP51A1","iron ion binding (GO:0005506)"
"SCD5","iron ion binding (GO:0005506)"
"CYP4B1","iron ion binding (GO:0005506)"
"NGB","iron ion binding (GO:0005506)"
"LEPREL2","iron ion binding (GO:0005506)"
"LEPREL1","iron ion binding (GO:0005506)"
"CYP8B1","iron ion binding (GO:0005506)"
"CYP2W1","iron ion binding (GO:0005506)"
"CYP26C1","iron ion binding (GO:0005506)"
"CYP21A2","iron ion binding (GO:0005506)"
"FXN","iron ion binding (GO:0005506)"
"CYP2E1","iron ion binding (GO:0005506)"
"LTF","iron ion binding (GO:0005506)"
"KDM3A","iron ion binding (GO:0005506)"
"PHF2","iron ion binding (GO:0005506)"
"CYP4A22","iron ion binding (GO:0005506)"
"MSMO1","iron ion binding (GO:0005506)"
"PHF8","iron ion binding (GO:0005506)"
"CYGB","iron ion binding (GO:0005506)"
"PDF","iron ion binding (GO:0005506)"
"CYP17A1","iron ion binding (GO:0005506)"
"CYP4Z1","iron ion binding (GO:0005506)"
"FADS3","iron ion binding (GO:0005506)"
"HEPH","iron ion binding (GO:0005506)"
"CYP2A13","iron ion binding (GO:0005506)"
"NOS1","iron ion binding (GO:0005506)"
"XDH","iron ion binding (GO:0005506)"
"NOS2","iron ion binding (GO:0005506)"
"P4HTM","iron ion binding (GO:0005506)"
"CYP2F1","iron ion binding (GO:0005506)"
"FADS2","iron ion binding (GO:0005506)"
"FADS1","iron ion binding (GO:0005506)"
"EGF","calcium ion binding (GO:0005509)"
"HPCAL1","calcium ion binding (GO:0005509)"
"EML1","calcium ion binding (GO:0005509)"
"HPCAL4","calcium ion binding (GO:0005509)"
"PCDHGA10","calcium ion binding (GO:0005509)"
"FLG2","calcium ion binding (GO:0005509)"
"PCDHGA11","calcium ion binding (GO:0005509)"
"MYL5","calcium ion binding (GO:0005509)"
"CAPN14","calcium ion binding (GO:0005509)"
"MYL6","calcium ion binding (GO:0005509)"
"PCDHGA12","calcium ion binding (GO:0005509)"
"CAPN12","calcium ion binding (GO:0005509)"
"MYL7","calcium ion binding (GO:0005509)"
"MEX3B","calcium ion binding (GO:0005509)"
"CAPN13","calcium ion binding (GO:0005509)"
"MYL1","calcium ion binding (GO:0005509)"
"PCDHB3","calcium ion binding (GO:0005509)"
"MYL2","calcium ion binding (GO:0005509)"
"CAPN11","calcium ion binding (GO:0005509)"
"PCDHB2","calcium ion binding (GO:0005509)"
"MYL3","calcium ion binding (GO:0005509)"
"PCDHB1","calcium ion binding (GO:0005509)"
"MYL4","calcium ion binding (GO:0005509)"
"PCDHB7","calcium ion binding (GO:0005509)"
"PLCD1","calcium ion binding (GO:0005509)"
"PCDHB6","calcium ion binding (GO:0005509)"
"SPARCL1","calcium ion binding (GO:0005509)"
"PCDHB5","calcium ion binding (GO:0005509)"
"DCHS2","calcium ion binding (GO:0005509)"
"DCHS1","calcium ion binding (GO:0005509)"
"PCDHB4","calcium ion binding (GO:0005509)"
"PLCD4","calcium ion binding (GO:0005509)"
"MYL9","calcium ion binding (GO:0005509)"
"PCDHB9","calcium ion binding (GO:0005509)"
"PLCD3","calcium ion binding (GO:0005509)"
"PCDHB8","calcium ion binding (GO:0005509)"
"PRSS2","calcium ion binding (GO:0005509)"
"PON1","calcium ion binding (GO:0005509)"
"B4E171","calcium ion binding (GO:0005509)"
"DLL1","calcium ion binding (GO:0005509)"
"DCAF5","calcium ion binding (GO:0005509)"
"CRACR2A","calcium ion binding (GO:0005509)"
"OC90","calcium ion binding (GO:0005509)"
"WDR66","calcium ion binding (GO:0005509)"
"DLL4","calcium ion binding (GO:0005509)"
"CRACR2B","calcium ion binding (GO:0005509)"
"CAPNS2","calcium ion binding (GO:0005509)"
"SPOCK3","calcium ion binding (GO:0005509)"
"CAPNS1","calcium ion binding (GO:0005509)"
"S100A14","calcium ion binding (GO:0005509)"
"SPOCK1","calcium ion binding (GO:0005509)"
"PLCE1","calcium ion binding (GO:0005509)"
"S100A13","calcium ion binding (GO:0005509)"
"SPOCK2","calcium ion binding (GO:0005509)"
"STAT6","calcium ion binding (GO:0005509)"
"S100A16","calcium ion binding (GO:0005509)"
"S100A10","calcium ion binding (GO:0005509)"
"PRSS3","calcium ion binding (GO:0005509)"
"SNCA","calcium ion binding (GO:0005509)"
"S100A12","calcium ion binding (GO:0005509)"
"S100A11","calcium ion binding (GO:0005509)"
"SNCB","calcium ion binding (GO:0005509)"
"CUBN","calcium ion binding (GO:0005509)"
"JAG1","calcium ion binding (GO:0005509)"
"EFCC1","calcium ion binding (GO:0005509)"
"JAG2","calcium ion binding (GO:0005509)"
"EDEM1","calcium ion binding (GO:0005509)"
"TNNC1","calcium ion binding (GO:0005509)"
"EDEM2","calcium ion binding (GO:0005509)"
"TNNC2","calcium ion binding (GO:0005509)"
"EDEM3","calcium ion binding (GO:0005509)"
"HRNR","calcium ion binding (GO:0005509)"
"AIF1L","calcium ion binding (GO:0005509)"
"EHD1","calcium ion binding (GO:0005509)"
"EHD2","calcium ion binding (GO:0005509)"
"EHD3","calcium ion binding (GO:0005509)"
"PLSCR2","calcium ion binding (GO:0005509)"
"EHD4","calcium ion binding (GO:0005509)"
"PLSCR1","calcium ion binding (GO:0005509)"
"PLSCR4","calcium ion binding (GO:0005509)"
"PLSCR3","calcium ion binding (GO:0005509)"
"FAT1","calcium ion binding (GO:0005509)"
"PADI4","calcium ion binding (GO:0005509)"
"FAT2","calcium ion binding (GO:0005509)"
"LALBA","calcium ion binding (GO:0005509)"
"PADI3","calcium ion binding (GO:0005509)"
"FAT3","calcium ion binding (GO:0005509)"
"NOX5","calcium ion binding (GO:0005509)"
"FAT4","calcium ion binding (GO:0005509)"
"PADI6","calcium ion binding (GO:0005509)"
"FREM2","calcium ion binding (GO:0005509)"
"PADI2","calcium ion binding (GO:0005509)"
"PADI1","calcium ion binding (GO:0005509)"
"FLG","calcium ion binding (GO:0005509)"
"DHH","calcium ion binding (GO:0005509)"
"WDR49","calcium ion binding (GO:0005509)"
"TTYH1","calcium ion binding (GO:0005509)"
"ITSN1","calcium ion binding (GO:0005509)"
"ITSN2","calcium ion binding (GO:0005509)"
"PLA2G3","calcium ion binding (GO:0005509)"
"DMP1","calcium ion binding (GO:0005509)"
"PLA2G5","calcium ion binding (GO:0005509)"
"TMEM91","calcium ion binding (GO:0005509)"
"PPP3R1","calcium ion binding (GO:0005509)"
"PPP3R2","calcium ion binding (GO:0005509)"
"PCDHA2","calcium ion binding (GO:0005509)"
"PCDHA1","calcium ion binding (GO:0005509)"
"PCDHA6","calcium ion binding (GO:0005509)"
"PCDHA5","calcium ion binding (GO:0005509)"
"PLCG1","calcium ion binding (GO:0005509)"
"PCDHA4","calcium ion binding (GO:0005509)"
"PCDHA3","calcium ion binding (GO:0005509)"
"RHBDL3","calcium ion binding (GO:0005509)"
"PCDHA9","calcium ion binding (GO:0005509)"
"PCDHA8","calcium ion binding (GO:0005509)"
"RHBDL1","calcium ion binding (GO:0005509)"
"PCDHA7","calcium ion binding (GO:0005509)"
"ANXA1","calcium ion binding (GO:0005509)"
"ANXA2","calcium ion binding (GO:0005509)"
"ANXA3","calcium ion binding (GO:0005509)"
"ANXA4","calcium ion binding (GO:0005509)"
"ANXA5","calcium ion binding (GO:0005509)"
"TESC","calcium ion binding (GO:0005509)"
"ANXA6","calcium ion binding (GO:0005509)"
"EPS15L1","calcium ion binding (GO:0005509)"
"BRAF","calcium ion binding (GO:0005509)"
"MMP11","calcium ion binding (GO:0005509)"
"MMP10","calcium ion binding (GO:0005509)"
"MMP13","calcium ion binding (GO:0005509)"
"LETM1","calcium ion binding (GO:0005509)"
"MMP12","calcium ion binding (GO:0005509)"
"MMP15","calcium ion binding (GO:0005509)"
"MMP14","calcium ion binding (GO:0005509)"
"MMP17","calcium ion binding (GO:0005509)"
"MMP16","calcium ion binding (GO:0005509)"
"MMP19","calcium ion binding (GO:0005509)"
"RAPGEF2","calcium ion binding (GO:0005509)"
"HRC","calcium ion binding (GO:0005509)"
"PAM","calcium ion binding (GO:0005509)"
"GAS6","calcium ion binding (GO:0005509)"
"RET","calcium ion binding (GO:0005509)"
"ANXA8L2","calcium ion binding (GO:0005509)"
"ANXA8L1","calcium ion binding (GO:0005509)"
"IQGAP1","calcium ion binding (GO:0005509)"
"SPTA1","calcium ion binding (GO:0005509)"
"SHH","calcium ion binding (GO:0005509)"
"STAT1","calcium ion binding (GO:0005509)"
"MGMT","calcium ion binding (GO:0005509)"
"STAT2","calcium ion binding (GO:0005509)"
"STAT3","calcium ion binding (GO:0005509)"
"EMR1","calcium ion binding (GO:0005509)"
"STAT4","calcium ion binding (GO:0005509)"
"EMR2","calcium ion binding (GO:0005509)"
"EMR3","calcium ion binding (GO:0005509)"
"F2","calcium ion binding (GO:0005509)"
"SULF2","calcium ion binding (GO:0005509)"
"SULF1","calcium ion binding (GO:0005509)"
"F7","calcium ion binding (GO:0005509)"
"PLCB4","calcium ion binding (GO:0005509)"
"F9","calcium ion binding (GO:0005509)"
"LPCAT4","calcium ion binding (GO:0005509)"
"SMOC2","calcium ion binding (GO:0005509)"
"SMOC1","calcium ion binding (GO:0005509)"
"NUCB1","calcium ion binding (GO:0005509)"
"NUCB2","calcium ion binding (GO:0005509)"
"RGN","calcium ion binding (GO:0005509)"
"PLCB2","calcium ion binding (GO:0005509)"
"PLCB3","calcium ion binding (GO:0005509)"
"PLCB1","calcium ion binding (GO:0005509)"
"APCS","calcium ion binding (GO:0005509)"
"CRB2","calcium ion binding (GO:0005509)"
"CRB1","calcium ion binding (GO:0005509)"
"NCAN","calcium ion binding (GO:0005509)"
"NOTCH2NL","calcium ion binding (GO:0005509)"
"LPCAT2","calcium ion binding (GO:0005509)"
"GUCA1C","calcium ion binding (GO:0005509)"
"LPCAT1","calcium ion binding (GO:0005509)"
"GUCA1B","calcium ion binding (GO:0005509)"
"EFCAB5","calcium ion binding (GO:0005509)"
"EFCAB6","calcium ion binding (GO:0005509)"
"FSTL1","calcium ion binding (GO:0005509)"
"EFCAB7","calcium ion binding (GO:0005509)"
"EFCAB8","calcium ion binding (GO:0005509)"
"EFCAB9","calcium ion binding (GO:0005509)"
"FSTL5","calcium ion binding (GO:0005509)"
"GUCA1A","calcium ion binding (GO:0005509)"
"FSTL4","calcium ion binding (GO:0005509)"
"EFCAB1","calcium ion binding (GO:0005509)"
"EFCAB2","calcium ion binding (GO:0005509)"
"BGLAP","calcium ion binding (GO:0005509)"
"EFCAB3","calcium ion binding (GO:0005509)"
"ANXA7","calcium ion binding (GO:0005509)"
"ANXA8","calcium ion binding (GO:0005509)"
"ANXA9","calcium ion binding (GO:0005509)"
"DMD","calcium ion binding (GO:0005509)"
"NINL","calcium ion binding (GO:0005509)"
"P4HTM","calcium ion binding (GO:0005509)"
"GSN","calcium ion binding (GO:0005509)"
"PLCL1","calcium ion binding (GO:0005509)"
"AOC3","calcium ion binding (GO:0005509)"
"S100A3","calcium ion binding (GO:0005509)"
"S100A2","calcium ion binding (GO:0005509)"
"F10","calcium ion binding (GO:0005509)"
"TPM4","calcium ion binding (GO:0005509)"
"AOC1","calcium ion binding (GO:0005509)"
"S100A1","calcium ion binding (GO:0005509)"
"PCDH8","calcium ion binding (GO:0005509)"
"PLCL2","calcium ion binding (GO:0005509)"
"PCDH9","calcium ion binding (GO:0005509)"
"MELK","calcium ion binding (GO:0005509)"
"STIM1","calcium ion binding (GO:0005509)"
"STIM2","calcium ion binding (GO:0005509)"
"PCDHJ","calcium ion binding (GO:0005509)"
"FKBP9","calcium ion binding (GO:0005509)"
"S100A7","calcium ion binding (GO:0005509)"
"S100A6","calcium ion binding (GO:0005509)"
"OCM","calcium ion binding (GO:0005509)"
"S100A5","calcium ion binding (GO:0005509)"
"S100A4","calcium ion binding (GO:0005509)"
"ADAM8","calcium ion binding (GO:0005509)"
"DSC1","calcium ion binding (GO:0005509)"
"UTRN","calcium ion binding (GO:0005509)"
"DSC2","calcium ion binding (GO:0005509)"
"FKBP7","calcium ion binding (GO:0005509)"
"S100A9","calcium ion binding (GO:0005509)"
"DSC3","calcium ion binding (GO:0005509)"
"S100A8","calcium ion binding (GO:0005509)"
"AGRN","calcium ion binding (GO:0005509)"
"DGKG","calcium ion binding (GO:0005509)"
"DGKB","calcium ion binding (GO:0005509)"
"DGKA","calcium ion binding (GO:0005509)"
"PDCD6","calcium ion binding (GO:0005509)"
"PROS1","calcium ion binding (GO:0005509)"
"HSP90B1","calcium ion binding (GO:0005509)"
"CDH9","calcium ion binding (GO:0005509)"
"CDH8","calcium ion binding (GO:0005509)"
"CDH7","calcium ion binding (GO:0005509)"
"CLEC3B","calcium ion binding (GO:0005509)"
"HPGDS","calcium ion binding (GO:0005509)"
"CDH6","calcium ion binding (GO:0005509)"
"CDH5","calcium ion binding (GO:0005509)"
"CDH4","calcium ion binding (GO:0005509)"
"CDH3","calcium ion binding (GO:0005509)"
"CDH2","calcium ion binding (GO:0005509)"
"CDH1","calcium ion binding (GO:0005509)"
"CHP2","calcium ion binding (GO:0005509)"
"CHP1","calcium ion binding (GO:0005509)"
"LDLR","calcium ion binding (GO:0005509)"
"SWAP70","calcium ion binding (GO:0005509)"
"PPEF1","calcium ion binding (GO:0005509)"
"PITPNM2","calcium ion binding (GO:0005509)"
"PITPNM3","calcium ion binding (GO:0005509)"
"PEF1","calcium ion binding (GO:0005509)"
"EFHB","calcium ion binding (GO:0005509)"
"PPEF2","calcium ion binding (GO:0005509)"
"PVALB","calcium ion binding (GO:0005509)"
"NOTCH3","calcium ion binding (GO:0005509)"
"NOTCH4","calcium ion binding (GO:0005509)"
"NOTCH1","calcium ion binding (GO:0005509)"
"NOTCH2","calcium ion binding (GO:0005509)"
"CLSTN3","calcium ion binding (GO:0005509)"
"CLSTN1","calcium ion binding (GO:0005509)"
"CLSTN2","calcium ion binding (GO:0005509)"
"MMP20","calcium ion binding (GO:0005509)"
"MMP21","calcium ion binding (GO:0005509)"
"MMP24","calcium ion binding (GO:0005509)"
"EFEMP1","calcium ion binding (GO:0005509)"
"PCDHAC1","calcium ion binding (GO:0005509)"
"S100A7A","calcium ion binding (GO:0005509)"
"RPTN","calcium ion binding (GO:0005509)"
