"Egenes","Eclass"
"TEKT1","microtubule (GO:0005874)"
"TEKT2","microtubule (GO:0005874)"
"CAPN6","microtubule (GO:0005874)"
"KIF5B","microtubule (GO:0005874)"
"TEKT3","microtubule (GO:0005874)"
"CLASP1","microtubule (GO:0005874)"
"TEKT4","microtubule (GO:0005874)"
"TEKT5","microtubule (GO:0005874)"
"KNTC1","microtubule (GO:0005874)"
"GAS2L2","microtubule (GO:0005874)"
"PCNT","microtubule (GO:0005874)"
"GAS2L3","microtubule (GO:0005874)"
"LZTS2","microtubule (GO:0005874)"
"CLASP2","microtubule (GO:0005874)"
"ENKD1","microtubule (GO:0005874)"
"GAS2L1","microtubule (GO:0005874)"
"LRRC49","microtubule (GO:0005874)"
"I3L2F9","microtubule (GO:0005874)"
"MAP2K2","microtubule (GO:0005874)"
"ODF2","microtubule (GO:0005874)"
"KIF22","microtubule (GO:0005874)"
"NEK6","microtubule (GO:0005874)"
"NEK7","microtubule (GO:0005874)"
"TBCE","microtubule (GO:0005874)"
"CKAP2","microtubule (GO:0005874)"
"TBCD","microtubule (GO:0005874)"
"KIF25","microtubule (GO:0005874)"
"KIF24","microtubule (GO:0005874)"
"TBCC","microtubule (GO:0005874)"
"TBCB","microtubule (GO:0005874)"
"KIF23","microtubule (GO:0005874)"
"TBCA","microtubule (GO:0005874)"
"KIF27","microtubule (GO:0005874)"
"REEP2","microtubule (GO:0005874)"
"KIF18A","microtubule (GO:0005874)"
"DLG1","microtubule (GO:0005874)"
"KIF18B","microtubule (GO:0005874)"
"KIFC3","microtubule (GO:0005874)"
"KIF2B","microtubule (GO:0005874)"
"RADIL","microtubule (GO:0005874)"
"APPBP2","microtubule (GO:0005874)"
"KIF2A","microtubule (GO:0005874)"
"KIFC2","microtubule (GO:0005874)"
"REEP4","microtubule (GO:0005874)"
"KIFC1","microtubule (GO:0005874)"
"MAP7D2","microtubule (GO:0005874)"
"REEP3","microtubule (GO:0005874)"
"MAP7D3","microtubule (GO:0005874)"
"DYNLRB1","microtubule (GO:0005874)"
"SRPRB","microtubule (GO:0005874)"
"BIRC5","microtubule (GO:0005874)"
"MAP7D1","microtubule (GO:0005874)"
"MAP3K11","microtubule (GO:0005874)"
"KIF2C","microtubule (GO:0005874)"
"DYNLRB2","microtubule (GO:0005874)"
"DNAL4","microtubule (GO:0005874)"
"FGF13","microtubule (GO:0005874)"
"TUBGCP2","microtubule (GO:0005874)"
"ARL6","microtubule (GO:0005874)"
"TUBGCP3","microtubule (GO:0005874)"
"CNP","microtubule (GO:0005874)"
"CUL3","microtubule (GO:0005874)"
"ARL3","microtubule (GO:0005874)"
"HID1","microtubule (GO:0005874)"
"CAMSAP1","microtubule (GO:0005874)"
"KIF3C","microtubule (GO:0005874)"
"KIF3B","microtubule (GO:0005874)"
"KIF3A","microtubule (GO:0005874)"
"NDEL1","microtubule (GO:0005874)"
"NEK2","microtubule (GO:0005874)"
"DNM1L","microtubule (GO:0005874)"
"ARFGEF2","microtubule (GO:0005874)"
"TRIM63","microtubule (GO:0005874)"
"SHROOM3","microtubule (GO:0005874)"
"AXIN2","microtubule (GO:0005874)"
"NAV1","microtubule (GO:0005874)"
"AXIN1","microtubule (GO:0005874)"
"SHROOM1","microtubule (GO:0005874)"
"SHROOM2","microtubule (GO:0005874)"
"DNM1","microtubule (GO:0005874)"
"TCTE3","microtubule (GO:0005874)"
"DNM2","microtubule (GO:0005874)"
"DNM3","microtubule (GO:0005874)"
"TMEM214","microtubule (GO:0005874)"
"SNPH","microtubule (GO:0005874)"
"HOOK3","microtubule (GO:0005874)"
"HOOK2","microtubule (GO:0005874)"
"HOOK1","microtubule (GO:0005874)"
"MAP6D1","microtubule (GO:0005874)"
"CEP162","microtubule (GO:0005874)"
"CDK1","microtubule (GO:0005874)"
"TRIM54","microtubule (GO:0005874)"
"TRIM55","microtubule (GO:0005874)"
"VIMP","microtubule (GO:0005874)"
"DNAH5","microtubule (GO:0005874)"
"DNAH2","microtubule (GO:0005874)"
"DNAH3","microtubule (GO:0005874)"
"DNAH8","microtubule (GO:0005874)"
"DNAH9","microtubule (GO:0005874)"
"DNAH6","microtubule (GO:0005874)"
"DNAH7","microtubule (GO:0005874)"
"KLC2","microtubule (GO:0005874)"
"BICD1","microtubule (GO:0005874)"
"KLC1","microtubule (GO:0005874)"
"KLC4","microtubule (GO:0005874)"
"SPAST","microtubule (GO:0005874)"
"KLC3","microtubule (GO:0005874)"
"DVL1","microtubule (GO:0005874)"
"DYNC2LI1","microtubule (GO:0005874)"
"TPPP","microtubule (GO:0005874)"
"DNAI1","microtubule (GO:0005874)"
"CEP170","microtubule (GO:0005874)"
"DNAI2","microtubule (GO:0005874)"
"BCAS3","microtubule (GO:0005874)"
"IGBP1","microtubule (GO:0005874)"
"SPAG6","microtubule (GO:0005874)"
"DYNLT3","microtubule (GO:0005874)"
"NICN1","microtubule (GO:0005874)"
"MID1IP1","microtubule (GO:0005874)"
"DCXR","microtubule (GO:0005874)"
"HAUS5","microtubule (GO:0005874)"
"KATNA1","microtubule (GO:0005874)"
"HAUS4","microtubule (GO:0005874)"
"PRC1","microtubule (GO:0005874)"
"HAUS7","microtubule (GO:0005874)"
"HAUS6","microtubule (GO:0005874)"
"HAUS1","microtubule (GO:0005874)"
"HAUS3","microtubule (GO:0005874)"
"HAUS2","microtubule (GO:0005874)"
"PSRC1","microtubule (GO:0005874)"
"RP1","microtubule (GO:0005874)"
"DCX","microtubule (GO:0005874)"
"SPRY2","microtubule (GO:0005874)"
"DYNLT1","microtubule (GO:0005874)"
"DNAH1","microtubule (GO:0005874)"
"SNTB2","microtubule (GO:0005874)"
"HDAC6","microtubule (GO:0005874)"
"HDAC3","microtubule (GO:0005874)"
"CFAP20","microtubule (GO:0005874)"
"DCTN2","microtubule (GO:0005874)"
"DCTN1","microtubule (GO:0005874)"
"PBXIP1","microtubule (GO:0005874)"
"SEPT9","microtubule (GO:0005874)"
"POLB","microtubule (GO:0005874)"
"CLMP","microtubule (GO:0005874)"
"HAUS8","microtubule (GO:0005874)"
"KRIT1","microtubule (GO:0005874)"
"CDON","extracellular matrix (GO:0031012)"
"KRT1","extracellular matrix (GO:0031012)"
"LUM","extracellular matrix (GO:0031012)"
"CMA1","extracellular matrix (GO:0031012)"
"COL24A1","extracellular matrix (GO:0031012)"
"OPTC","extracellular matrix (GO:0031012)"
"NYX","extracellular matrix (GO:0031012)"
"COL1A2","extracellular matrix (GO:0031012)"
"HNRNPM","extracellular matrix (GO:0031012)"
"COL1A1","extracellular matrix (GO:0031012)"
"SFRP2","extracellular matrix (GO:0031012)"
"FRAS1","extracellular matrix (GO:0031012)"
"CCDC80","extracellular matrix (GO:0031012)"
"MGP","extracellular matrix (GO:0031012)"
"CRISPLD2","extracellular matrix (GO:0031012)"
"RBP3","extracellular matrix (GO:0031012)"
"SLPI","extracellular matrix (GO:0031012)"
"COL9A2","extracellular matrix (GO:0031012)"
"ZG16","extracellular matrix (GO:0031012)"
"COL9A1","extracellular matrix (GO:0031012)"
"SPARCL1","extracellular matrix (GO:0031012)"
"COL9A3","extracellular matrix (GO:0031012)"
"VIT","extracellular matrix (GO:0031012)"
"PRSS2","extracellular matrix (GO:0031012)"
"SERPINE1","extracellular matrix (GO:0031012)"
"COL12A1","extracellular matrix (GO:0031012)"
"SERPINE2","extracellular matrix (GO:0031012)"
"NDNF","extracellular matrix (GO:0031012)"
"HPSE2","extracellular matrix (GO:0031012)"
"SFRP1","extracellular matrix (GO:0031012)"
"NTN3","extracellular matrix (GO:0031012)"
"FLRT3","extracellular matrix (GO:0031012)"
"SPOCK3","extracellular matrix (GO:0031012)"
"FLRT1","extracellular matrix (GO:0031012)"
"FLRT2","extracellular matrix (GO:0031012)"
"ABI3BP","extracellular matrix (GO:0031012)"
"SPOCK1","extracellular matrix (GO:0031012)"
"SERPINF1","extracellular matrix (GO:0031012)"
"SPOCK2","extracellular matrix (GO:0031012)"
"HMCN1","extracellular matrix (GO:0031012)"
"HMCN2","extracellular matrix (GO:0031012)"
"MUC4","extracellular matrix (GO:0031012)"
"GPLD1","extracellular matrix (GO:0031012)"
"WNT10B","extracellular matrix (GO:0031012)"
"WNT10A","extracellular matrix (GO:0031012)"
"OMD","extracellular matrix (GO:0031012)"
"MMP23A","extracellular matrix (GO:0031012)"
"TFIP11","extracellular matrix (GO:0031012)"
"COL2A1","extracellular matrix (GO:0031012)"
"BCAN","extracellular matrix (GO:0031012)"
"HSPG2","extracellular matrix (GO:0031012)"
"PLSCR1","extracellular matrix (GO:0031012)"
"MMP23B","extracellular matrix (GO:0031012)"
"FREM3","extracellular matrix (GO:0031012)"
"SPON2","extracellular matrix (GO:0031012)"
"SPARC","extracellular matrix (GO:0031012)"
"SPON1","extracellular matrix (GO:0031012)"
"DMP1","extracellular matrix (GO:0031012)"
"CFP","extracellular matrix (GO:0031012)"
"LGALS3","extracellular matrix (GO:0031012)"
"LGALS1","extracellular matrix (GO:0031012)"
"CRTAC1","extracellular matrix (GO:0031012)"
"APOH","extracellular matrix (GO:0031012)"
"APOE","extracellular matrix (GO:0031012)"
"TPSAB1","extracellular matrix (GO:0031012)"
"SBSPON","extracellular matrix (GO:0031012)"
"ANXA2","extracellular matrix (GO:0031012)"
"FGFBP3","extracellular matrix (GO:0031012)"
"LEPRE1","extracellular matrix (GO:0031012)"
"SFTPD","extracellular matrix (GO:0031012)"
"FN1","extracellular matrix (GO:0031012)"
"WNT9A","extracellular matrix (GO:0031012)"
"WNT9B","extracellular matrix (GO:0031012)"
"MMP11","extracellular matrix (GO:0031012)"
"VEGFA","extracellular matrix (GO:0031012)"
"MMP10","extracellular matrix (GO:0031012)"
"MMP13","extracellular matrix (GO:0031012)"
"MMP12","extracellular matrix (GO:0031012)"
"MMP15","extracellular matrix (GO:0031012)"
"COL3A1","extracellular matrix (GO:0031012)"
"MMP14","extracellular matrix (GO:0031012)"
"MMP17","extracellular matrix (GO:0031012)"
"ENAM","extracellular matrix (GO:0031012)"
"PXDN","extracellular matrix (GO:0031012)"
"MMP16","extracellular matrix (GO:0031012)"
"CILP","extracellular matrix (GO:0031012)"
"MMP19","extracellular matrix (GO:0031012)"
"VWA1","extracellular matrix (GO:0031012)"
"COL22A1","extracellular matrix (GO:0031012)"
"TFF3","extracellular matrix (GO:0031012)"
"CALR","extracellular matrix (GO:0031012)"
"COL18A1","extracellular matrix (GO:0031012)"
"SERPINA1","extracellular matrix (GO:0031012)"
"TINAGL1","extracellular matrix (GO:0031012)"
"MIFR-2","extracellular matrix (GO:0031012)"
"ELN","extracellular matrix (GO:0031012)"
"WNT8B","extracellular matrix (GO:0031012)"
"AEBP1","extracellular matrix (GO:0031012)"
"TNFRSF11B","extracellular matrix (GO:0031012)"
"WNT8A","extracellular matrix (GO:0031012)"
"PCSK6","extracellular matrix (GO:0031012)"
"GLG1","extracellular matrix (GO:0031012)"
"SHH","extracellular matrix (GO:0031012)"
"OTOA","extracellular matrix (GO:0031012)"
"CHL1","extracellular matrix (GO:0031012)"
"COL10A1","extracellular matrix (GO:0031012)"
"TIMP3","extracellular matrix (GO:0031012)"
"OTOG","extracellular matrix (GO:0031012)"
"MYOC","extracellular matrix (GO:0031012)"
"CTSG","extracellular matrix (GO:0031012)"
"LMCD1","extracellular matrix (GO:0031012)"
"AMELX","extracellular matrix (GO:0031012)"
"AMELY","extracellular matrix (GO:0031012)"
"CTSD","extracellular matrix (GO:0031012)"
"LEFTY2","extracellular matrix (GO:0031012)"
"MAMDC2","extracellular matrix (GO:0031012)"
"VWC2","extracellular matrix (GO:0031012)"
"WNT7A","extracellular matrix (GO:0031012)"
"WNT7B","extracellular matrix (GO:0031012)"
"ADAM11","extracellular matrix (GO:0031012)"
"BGN","extracellular matrix (GO:0031012)"
"KAZALD1","extracellular matrix (GO:0031012)"
"PRSS36","extracellular matrix (GO:0031012)"
"F3","extracellular matrix (GO:0031012)"
"PODN","extracellular matrix (GO:0031012)"
"DSPP","extracellular matrix (GO:0031012)"
"COL4A1","extracellular matrix (GO:0031012)"
"COL4A2","extracellular matrix (GO:0031012)"
"NOV","extracellular matrix (GO:0031012)"
"SMOC2","extracellular matrix (GO:0031012)"
"ANGPTL4","extracellular matrix (GO:0031012)"
"FMOD","extracellular matrix (GO:0031012)"
"APCS","extracellular matrix (GO:0031012)"
"COL19A1","extracellular matrix (GO:0031012)"
"ECM1","extracellular matrix (GO:0031012)"
"ECM2","extracellular matrix (GO:0031012)"
"TGFB1I1","extracellular matrix (GO:0031012)"
"UCMA","extracellular matrix (GO:0031012)"
"PAPLN","extracellular matrix (GO:0031012)"
"CRIP2","extracellular matrix (GO:0031012)"
"ADAMTSL2","extracellular matrix (GO:0031012)"
"PODNL1","extracellular matrix (GO:0031012)"
"ADAMTSL1","extracellular matrix (GO:0031012)"
"EGFLAM","extracellular matrix (GO:0031012)"
"CILP2","extracellular matrix (GO:0031012)"
"ADAMTSL5","extracellular matrix (GO:0031012)"
"ADAMTSL4","extracellular matrix (GO:0031012)"
"DMBT1","extracellular matrix (GO:0031012)"
"ADAMTSL3","extracellular matrix (GO:0031012)"
"TGFB1","extracellular matrix (GO:0031012)"
"TGFB3","extracellular matrix (GO:0031012)"
"TGFB2","extracellular matrix (GO:0031012)"
"NPNT","extracellular matrix (GO:0031012)"
"CRTAP","extracellular matrix (GO:0031012)"
"TFPI2","extracellular matrix (GO:0031012)"
"WNT5A","extracellular matrix (GO:0031012)"
"WNT5B","extracellular matrix (GO:0031012)"
"RARRES2","extracellular matrix (GO:0031012)"
"DEFA1","extracellular matrix (GO:0031012)"
"KERA","extracellular matrix (GO:0031012)"
"COL5A2","extracellular matrix (GO:0031012)"
"COL5A1","extracellular matrix (GO:0031012)"
"TGFBI","extracellular matrix (GO:0031012)"
"COL20A1","extracellular matrix (GO:0031012)"
"EMID1","extracellular matrix (GO:0031012)"
"AGRN","extracellular matrix (GO:0031012)"
"FBLN7","extracellular matrix (GO:0031012)"
"COL16A1","extracellular matrix (GO:0031012)"
"TNXB","extracellular matrix (GO:0031012)"
"IHH","extracellular matrix (GO:0031012)"
"TNC","extracellular matrix (GO:0031012)"
"FBLN2","extracellular matrix (GO:0031012)"
"CLU","extracellular matrix (GO:0031012)"
"FBLN1","extracellular matrix (GO:0031012)"
"LOXL1","extracellular matrix (GO:0031012)"
"HSP90B1","extracellular matrix (GO:0031012)"
"FBLN5","extracellular matrix (GO:0031012)"
"CTGF","extracellular matrix (GO:0031012)"
"CLEC3B","extracellular matrix (GO:0031012)"
"COMP","extracellular matrix (GO:0031012)"
"TNN","extracellular matrix (GO:0031012)"
"RELN","extracellular matrix (GO:0031012)"
"EPYC","extracellular matrix (GO:0031012)"
"C6ORF15","extracellular matrix (GO:0031012)"
"TNR","extracellular matrix (GO:0031012)"
"GPC2","extracellular matrix (GO:0031012)"
"GPC1","extracellular matrix (GO:0031012)"
"GPC4","extracellular matrix (GO:0031012)"
"GPC3","extracellular matrix (GO:0031012)"
"GPC6","extracellular matrix (GO:0031012)"
"GPC5","extracellular matrix (GO:0031012)"
"TECTA","extracellular matrix (GO:0031012)"
"TECTB","extracellular matrix (GO:0031012)"
"POSTN","extracellular matrix (GO:0031012)"
"WNT3A","extracellular matrix (GO:0031012)"
"SSC5D","extracellular matrix (GO:0031012)"
"COL6A1","extracellular matrix (GO:0031012)"
"LOX","extracellular matrix (GO:0031012)"
"COL6A3","extracellular matrix (GO:0031012)"
"COL6A2","extracellular matrix (GO:0031012)"
"FGF10","extracellular matrix (GO:0031012)"
"MATN2","extracellular matrix (GO:0031012)"
"COL21A1","extracellular matrix (GO:0031012)"
"COL6A5","extracellular matrix (GO:0031012)"
"MATN1","extracellular matrix (GO:0031012)"
"COL6A6","extracellular matrix (GO:0031012)"
"PRTN3","extracellular matrix (GO:0031012)"
"MFGE8","extracellular matrix (GO:0031012)"
"FBN1","extracellular matrix (GO:0031012)"
"FGFR2","extracellular matrix (GO:0031012)"
"MATN3","extracellular matrix (GO:0031012)"
"FBN2","extracellular matrix (GO:0031012)"
"CRISP3","extracellular matrix (GO:0031012)"
"WNT2B","extracellular matrix (GO:0031012)"
"DPT","extracellular matrix (GO:0031012)"
"LPL","extracellular matrix (GO:0031012)"
"LGALS3BP","extracellular matrix (GO:0031012)"
"LTBP3","extracellular matrix (GO:0031012)"
"LTBP4","extracellular matrix (GO:0031012)"
"HTRA1","extracellular matrix (GO:0031012)"
"PLAT","extracellular matrix (GO:0031012)"
"FGF1","extracellular matrix (GO:0031012)"
"OLFML2B","extracellular matrix (GO:0031012)"
"MMP20","extracellular matrix (GO:0031012)"
"LTBP1","extracellular matrix (GO:0031012)"
"OLFML2A","extracellular matrix (GO:0031012)"
"LTBP2","extracellular matrix (GO:0031012)"
"VTN","extracellular matrix (GO:0031012)"
"MMP21","extracellular matrix (GO:0031012)"
"MMP24","extracellular matrix (GO:0031012)"
"EFEMP1","extracellular matrix (GO:0031012)"
"RPTN","extracellular matrix (GO:0031012)"
"MMP26","extracellular matrix (GO:0031012)"
"MMP25","extracellular matrix (GO:0031012)"
"MMP28","extracellular matrix (GO:0031012)"
"MMP27","extracellular matrix (GO:0031012)"
"NDP","extracellular matrix (GO:0031012)"
"CHAD","extracellular matrix (GO:0031012)"
"PI3","extracellular matrix (GO:0031012)"
"KAL1","extracellular matrix (GO:0031012)"
"IGFBP7","extracellular matrix (GO:0031012)"
"CPA6","extracellular matrix (GO:0031012)"
"TGM4","extracellular matrix (GO:0031012)"
"MMP7","extracellular matrix (GO:0031012)"
"EGFL7","extracellular matrix (GO:0031012)"
"MMP8","extracellular matrix (GO:0031012)"
"MMP1","extracellular matrix (GO:0031012)"
"MMP2","extracellular matrix (GO:0031012)"
"COL26A1","extracellular matrix (GO:0031012)"
"MMP3","extracellular matrix (GO:0031012)"
"MEPE","extracellular matrix (GO:0031012)"
"ADAMTS20","extracellular matrix (GO:0031012)"
"AMBN","extracellular matrix (GO:0031012)"
"NAV2","extracellular matrix (GO:0031012)"
"LAMB2","extracellular matrix (GO:0031012)"
"LAMB1","extracellular matrix (GO:0031012)"
"MMP9","extracellular matrix (GO:0031012)"
"BMP7","extracellular matrix (GO:0031012)"
"TGFBR3","extracellular matrix (GO:0031012)"
"WNT16","extracellular matrix (GO:0031012)"
"VCAN","extracellular matrix (GO:0031012)"
"BMP4","extracellular matrix (GO:0031012)"
"OGN","extracellular matrix (GO:0031012)"
"BMP1","extracellular matrix (GO:0031012)"
"MFAP4","extracellular matrix (GO:0031012)"
"COL7A1","extracellular matrix (GO:0031012)"
"ALPL","extracellular matrix (GO:0031012)"
"CD248","extracellular matrix (GO:0031012)"
"CHI3L1","extracellular matrix (GO:0031012)"
"FBN3","extracellular matrix (GO:0031012)"
"HAPLN1","extracellular matrix (GO:0031012)"
"NID1","extracellular matrix (GO:0031012)"
"COL14A1","extracellular matrix (GO:0031012)"
"LAMC1","extracellular matrix (GO:0031012)"
"LECT1","extracellular matrix (GO:0031012)"
"LAMC3","extracellular matrix (GO:0031012)"
"ADAMTS13","extracellular matrix (GO:0031012)"
"HAPLN4","extracellular matrix (GO:0031012)"
"NID2","extracellular matrix (GO:0031012)"
"CPZ","extracellular matrix (GO:0031012)"
"ADAMTS12","extracellular matrix (GO:0031012)"
"HAPLN2","extracellular matrix (GO:0031012)"
"CYR61","extracellular matrix (GO:0031012)"
"HAPLN3","extracellular matrix (GO:0031012)"
"ADAMTS10","extracellular matrix (GO:0031012)"
"WNT6","extracellular matrix (GO:0031012)"
"ADAMTS17","extracellular matrix (GO:0031012)"
"ADAMTS16","extracellular matrix (GO:0031012)"
"WNT11","extracellular matrix (GO:0031012)"
"ADAMTS15","extracellular matrix (GO:0031012)"
"ADAMTS14","extracellular matrix (GO:0031012)"
"ADAMTS19","extracellular matrix (GO:0031012)"
"ADAMTS18","extracellular matrix (GO:0031012)"
"EMILIN3","extracellular matrix (GO:0031012)"
"CPXM2","extracellular matrix (GO:0031012)"
"SERAC1","extracellular matrix (GO:0031012)"
"EMILIN2","extracellular matrix (GO:0031012)"
"EMILIN1","extracellular matrix (GO:0031012)"
"WNT1","extracellular matrix (GO:0031012)"
"WNT2","extracellular matrix (GO:0031012)"
"DGCR6","extracellular matrix (GO:0031012)"
"IMPG1","extracellular matrix (GO:0031012)"
"WNT3","extracellular matrix (GO:0031012)"
"WNT4","extracellular matrix (GO:0031012)"
"IMPG2","extracellular matrix (GO:0031012)"
"A8MZ67","extracellular matrix (GO:0031012)"
"CCBE1","extracellular matrix (GO:0031012)"
"VWF","extracellular matrix (GO:0031012)"
"PCOLCE","extracellular matrix (GO:0031012)"
"SOD3","extracellular matrix (GO:0031012)"
"SOD1","extracellular matrix (GO:0031012)"
"DCN","extracellular matrix (GO:0031012)"
"PKM","extracellular matrix (GO:0031012)"
"ASPN","extracellular matrix (GO:0031012)"
"GFOD2","extracellular matrix (GO:0031012)"
"COL8A1","extracellular matrix (GO:0031012)"
"COL8A2","extracellular matrix (GO:0031012)"
"ZP2","extracellular matrix (GO:0031012)"
"SFTPA1","extracellular matrix (GO:0031012)"
"AMTN","extracellular matrix (GO:0031012)"
"ZP1","extracellular matrix (GO:0031012)"
"SFTPA2","extracellular matrix (GO:0031012)"
"ZP4","extracellular matrix (GO:0031012)"
"ZP3","extracellular matrix (GO:0031012)"
"COL15A1","extracellular matrix (GO:0031012)"
"LAMA2","extracellular matrix (GO:0031012)"
"LAMA5","extracellular matrix (GO:0031012)"
"LAMA4","extracellular matrix (GO:0031012)"
"THBS1","extracellular matrix (GO:0031012)"
"LAMA1","extracellular matrix (GO:0031012)"
"PRELP","extracellular matrix (GO:0031012)"
"HSD17B12","extracellular matrix (GO:0031012)"
"COCH","extracellular matrix (GO:0031012)"
"THBS4","extracellular matrix (GO:0031012)"
"IL1RL1","extracellular matrix (GO:0031012)"
"ACAN","extracellular matrix (GO:0031012)"
"ADAMTS5","extracellular matrix (GO:0031012)"
"ADAMTS6","extracellular matrix (GO:0031012)"
"CHADL","extracellular matrix (GO:0031012)"
"ADAMTS3","extracellular matrix (GO:0031012)"
"ADAMTS4","extracellular matrix (GO:0031012)"
"PTPRZ1","extracellular matrix (GO:0031012)"
"ADAMTS2","extracellular matrix (GO:0031012)"
"SOST","extracellular matrix (GO:0031012)"
"ADAMTS9","extracellular matrix (GO:0031012)"
"ADAMTS7","extracellular matrix (GO:0031012)"
"CTHRC1","extracellular matrix (GO:0031012)"
"ADAMTS8","extracellular matrix (GO:0031012)"
"NCOA6","histone methyltransferase complex (GO:0035097)"
"SETD1A","histone methyltransferase complex (GO:0035097)"
"CBX5","histone methyltransferase complex (GO:0035097)"
"MCRS1","histone methyltransferase complex (GO:0035097)"
"MGA","histone methyltransferase complex (GO:0035097)"
"SETD1B","histone methyltransferase complex (GO:0035097)"
"SIRT1","histone methyltransferase complex (GO:0035097)"
"SENP3","histone methyltransferase complex (GO:0035097)"
"PPP1CA","histone methyltransferase complex (GO:0035097)"
"PPP1CB","histone methyltransferase complex (GO:0035097)"
"WDR82","histone methyltransferase complex (GO:0035097)"
"LAS1L","histone methyltransferase complex (GO:0035097)"
"MTF2","histone methyltransferase complex (GO:0035097)"
"OGT","histone methyltransferase complex (GO:0035097)"
"PHF19","histone methyltransferase complex (GO:0035097)"
"RNF2","histone methyltransferase complex (GO:0035097)"
"PHF20","histone methyltransferase complex (GO:0035097)"
"CHD8","histone methyltransferase complex (GO:0035097)"
"AEBP2","histone methyltransferase complex (GO:0035097)"
"PPP1CC","histone methyltransferase complex (GO:0035097)"
"RUVBL1","histone methyltransferase complex (GO:0035097)"
"PELP1","histone methyltransferase complex (GO:0035097)"
"ACTB","histone methyltransferase complex (GO:0035097)"
"PAGR1","histone methyltransferase complex (GO:0035097)"
"RBBP5","histone methyltransferase complex (GO:0035097)"
"STK38","histone methyltransferase complex (GO:0035097)"
"RBBP4","histone methyltransferase complex (GO:0035097)"
"RUVBL2","histone methyltransferase complex (GO:0035097)"
"BAP18","histone methyltransferase complex (GO:0035097)"
"RBBP7","histone methyltransferase complex (GO:0035097)"
"JARID2","histone methyltransferase complex (GO:0035097)"
"E2F6","histone methyltransferase complex (GO:0035097)"
"KDM6A","histone methyltransferase complex (GO:0035097)"
"SUZ12","histone methyltransferase complex (GO:0035097)"
"EED","histone methyltransferase complex (GO:0035097)"
"TEX10","histone methyltransferase complex (GO:0035097)"
"H2AFY","histone methyltransferase complex (GO:0035097)"
"HCFC1","histone methyltransferase complex (GO:0035097)"
"TAF1","histone methyltransferase complex (GO:0035097)"
"TAF9","histone methyltransferase complex (GO:0035097)"
"PRPF31","histone methyltransferase complex (GO:0035097)"
"TAF7","histone methyltransferase complex (GO:0035097)"
"TAF6","histone methyltransferase complex (GO:0035097)"
"H2AFY2","histone methyltransferase complex (GO:0035097)"
"EZH1","histone methyltransferase complex (GO:0035097)"
"TAF4","histone methyltransferase complex (GO:0035097)"
"ZNF335","histone methyltransferase complex (GO:0035097)"
"EZH2","histone methyltransferase complex (GO:0035097)"
"INO80C","histone methyltransferase complex (GO:0035097)"
"KMT2E","histone methyltransferase complex (GO:0035097)"
"PAXIP1","histone methyltransferase complex (GO:0035097)"
"MAX","histone methyltransferase complex (GO:0035097)"
"KMT2B","histone methyltransferase complex (GO:0035097)"
"HDAC2","histone methyltransferase complex (GO:0035097)"
"KMT2A","histone methyltransferase complex (GO:0035097)"
"KMT2D","histone methyltransferase complex (GO:0035097)"
"WDR5","histone methyltransferase complex (GO:0035097)"
"PHF1","histone methyltransferase complex (GO:0035097)"
"KMT2C","histone methyltransferase complex (GO:0035097)"
"CXXC1","histone methyltransferase complex (GO:0035097)"
"DPY30","histone methyltransferase complex (GO:0035097)"
"KANSL1","histone methyltransferase complex (GO:0035097)"
"HDAC9","histone methyltransferase complex (GO:0035097)"
"ASH2L","histone methyltransferase complex (GO:0035097)"
"KAT8","histone methyltransferase complex (GO:0035097)"
"MEN1","histone methyltransferase complex (GO:0035097)"
"ATP6V0C","phagocytic vesicle membrane (GO:0030670)"
"ATP6V0E1","phagocytic vesicle membrane (GO:0030670)"
"ATP6V0B","phagocytic vesicle membrane (GO:0030670)"
"ATP6V0E2","phagocytic vesicle membrane (GO:0030670)"
"ANXA3","phagocytic vesicle membrane (GO:0030670)"
"SLC11A1","phagocytic vesicle membrane (GO:0030670)"
"HLA-C","phagocytic vesicle membrane (GO:0030670)"
"CYBB","phagocytic vesicle membrane (GO:0030670)"
"HLA-A","phagocytic vesicle membrane (GO:0030670)"
"CYBA","phagocytic vesicle membrane (GO:0030670)"
"HLA-B","phagocytic vesicle membrane (GO:0030670)"
"HLA-G","phagocytic vesicle membrane (GO:0030670)"
"HLA-E","phagocytic vesicle membrane (GO:0030670)"
"HLA-F","phagocytic vesicle membrane (GO:0030670)"
"ATP6V0D2","phagocytic vesicle membrane (GO:0030670)"
"HRG","phagocytic vesicle membrane (GO:0030670)"
"ATP6V0D1","phagocytic vesicle membrane (GO:0030670)"
"TCIRG1","phagocytic vesicle membrane (GO:0030670)"
"LAMP2","phagocytic vesicle membrane (GO:0030670)"
"LAMP1","phagocytic vesicle membrane (GO:0030670)"
"DMBT1","phagocytic vesicle membrane (GO:0030670)"
"ATP6V0A4","phagocytic vesicle membrane (GO:0030670)"
"B2M","phagocytic vesicle membrane (GO:0030670)"
"ATP6V0A1","phagocytic vesicle membrane (GO:0030670)"
"ATP6V0A2","phagocytic vesicle membrane (GO:0030670)"
"PEX19","cell projection membrane (GO:0031253)"
"PLEKHA1","cell projection membrane (GO:0031253)"
"TSPEAR","cell projection membrane (GO:0031253)"
"MAPK8IP3","cell projection membrane (GO:0031253)"
"SFRP4","cell projection membrane (GO:0031253)"
"APC","cell projection membrane (GO:0031253)"
